alcohol,citric acid,sulphates,chlorides,Total_Acidity,pH,Bounded_Sulfur_Dioxide,OUTPUT_LABEL
10.2,0.33,0.52,0.036000000000000004,6.42,3.34,71.0,0
11.5,0.28,0.4,0.042,8.03,2.96,121.0,0
9.0,0.28,0.39,0.051,7.15,2.96,120.0,1
11.6,0.29,0.41,0.038,6.78,3.32,81.0,1
9.9,0.49,0.45,0.034,6.99,3.13,121.0,0
10.4,0.25,0.42,0.043,5.83,3.19,70.0,0
14.0,0.18,0.83,0.036000000000000004,5.455,3.21,73.0,1
12.9,0.27,0.59,0.037000000000000005,6.455,3.05,56.0,1
10.5,0.27,0.44,0.038,6.8,3.11,101.0,1
10.2,0.35,0.85,0.049,6.779999999999999,3.43,92.0,1
10.0,0.01,0.42,0.048,6.8100000000000005,3.19,50.0,0
9.7,0.07,0.57,0.045,5.99,3.34,111.0,0
12.6,0.28,0.64,0.04,6.73,3.26,57.0,1
12.3,0.26,0.49,0.033,7.8,2.98,50.0,1
12.8,0.32,0.63,0.095,7.04,3.1,62.0,0
8.9,0.3,0.46,0.055999999999999994,7.8,3.14,159.5,1
11.9,0.4,0.34,0.039,8.549999999999999,3.15,127.0,1
11.7,0.35,0.37,0.032,7.24,3.16,62.0,1
11.1,0.34,0.57,0.022000000000000002,6.890000000000001,3.23,72.0,0
11.1,0.34,0.62,0.059000000000000004,7.21,3.46,138.0,1
12.6,0.28,0.6,0.024,7.17,3.45,42.0,1
9.5,0.34,0.51,0.055999999999999994,7.85,3.1,142.0,0
10.7,0.16,0.44,0.049,5.33,3.48,87.0,0
12.7,0.32,0.53,0.021,7.18,3.15,99.0,1
10.8,0.45,0.47,0.033,9.94,2.74,48.0,0
11.2,0.32,0.55,0.040999999999999995,7.12,3.17,99.0,0
11.9,0.04,0.32,0.031,7.145,3.14,63.0,0
12.3,0.3,0.49,0.028999999999999998,7.24,3.36,114.0,1
12.7,0.33,0.39,0.027000000000000003,6.87,3.28,90.0,1
9.4,0.51,0.54,0.049,6.57,3.16,165.0,0
10.2,0.24,0.39,0.054000000000000006,5.824999999999999,3.17,81.0,0
8.9,0.3,0.46,0.055999999999999994,7.8,3.14,159.5,1
12.3,0.01,0.36,0.017,5.52,3.38,77.0,1
9.7,0.38,0.54,0.032,6.73,3.29,83.0,0
12.4,0.24,0.42,0.036000000000000004,6.42,3.29,86.0,1
11.9,0.36,0.82,0.037000000000000005,7.0200000000000005,3.41,93.0,1
9.2,0.26,0.51,0.053,7.220000000000001,3.25,148.0,0
12.6,0.33,0.4,0.035,7.140000000000001,3.26,89.0,1
11.5,0.34,0.64,0.028999999999999998,6.66,3.33,104.0,1
8.7,0.31,0.41,0.046,7.04,3.3,102.0,0
12.4,0.32,0.64,0.035,6.76,3.35,137.0,1
12.5,0.26,0.73,0.031,6.92,3.4,94.0,1
11.5,0.29,0.43,0.028999999999999998,6.81,2.93,63.0,1
10.8,0.31,0.64,0.046,6.03,3.31,82.0,0
8.8,0.2,0.51,0.040999999999999995,6.815,2.94,117.0,0
11.0,0.21,0.52,0.039,9.01,2.96,39.0,0
11.9,0.3,0.42,0.037000000000000005,6.380000000000001,3.47,59.0,1
13.1,0.32,0.4,0.04,6.47,3.31,79.0,1
12.8,0.29,0.32,0.03,8.62,3.0,69.0,1
12.4,0.3,0.6,0.036000000000000004,6.69,3.29,54.0,1
9.7,0.56,0.62,0.040999999999999995,5.53,3.16,95.0,0
11.3,0.27,0.34,0.039,7.15,3.27,91.0,1
13.2,0.28,0.4,0.035,6.909999999999999,3.0,79.0,0
11.95,0.36,0.35,0.028999999999999998,7.14,3.28,84.0,1
10.4,0.24,0.32,0.039,7.32,3.41,56.0,0
9.9,0.24,0.41,0.057999999999999996,7.7,3.2,125.0,0
9.6,0.47,0.5,0.051,6.4799999999999995,3.24,151.0,0
12.6,0.27,0.56,0.013999999999999999,6.1,3.4,59.0,1
11.9,0.29,0.34,0.035,6.4,3.18,72.0,0
13.7,0.32,0.52,0.024,6.109999999999999,3.25,66.0,1
8.8,0.36,0.43,0.039,6.430000000000001,3.23,93.0,0
12.7,0.27,0.41,0.042,6.31,3.32,101.0,1
13.0,0.26,0.27,0.038,7.32,3.11,103.0,1
9.5,0.51,0.6,0.039,7.81,3.06,142.0,0
12.9,0.34,0.45,0.04,6.97,3.24,73.0,0
12.0,0.58,0.6,0.034,5.779999999999999,3.51,100.0,1
12.1,0.34,0.48,0.04,6.78,3.28,92.0,1
12.8,0.31,0.53,0.036000000000000004,6.55,3.27,55.0,1
9.4,0.38,0.38,0.17,6.859999999999999,3.19,133.0,0
9.8,0.29,0.37,0.059000000000000004,7.869999999999999,3.09,78.0,0
9.5,0.19,0.48,0.049,6.6,3.22,137.0,0
10.5,0.35,0.55,0.048,7.04,3.29,128.0,1
11.7,0.27,0.37,0.034,7.0,3.14,49.0,0
12.9,0.29,0.32,0.025,7.1,3.03,66.0,1
10.1,0.34,0.4,0.068,5.245,3.24,111.0,0
11.8,0.49,0.38,0.034,8.12,3.14,119.0,1
11.7,0.28,0.39,0.012,6.98,3.26,64.0,1
10.3,0.3,0.73,0.036000000000000004,8.299999999999999,2.99,42.0,0
10.0,0.32,0.31,0.034,6.8500000000000005,3.29,64.0,0
12.2,0.26,0.47,0.038,7.04,3.0,80.0,1
10.8,0.32,0.46,0.035,6.27,3.23,97.0,0
10.3,0.36,0.46,0.049,7.779999999999999,3.6,85.0,0
8.9,0.3,0.46,0.055999999999999994,7.8,3.14,159.5,1
12.8,0.3,0.36,0.038,7.01,3.09,53.0,1
11.0,0.29,0.5,0.034,7.51,3.3,89.0,1
12.5,0.36,0.59,0.038,7.5600000000000005,2.93,72.0,1
10.4,0.57,0.61,0.055999999999999994,5.8549999999999995,3.25,105.0,1
9.7,0.13,0.46,0.036000000000000004,8.25,2.96,170.0,0
12.4,0.31,0.44,0.02,6.93,3.26,60.0,1
10.3,0.14,0.71,0.046,6.135,3.3,148.0,0
12.9,0.31,0.41,0.03,6.24,3.4,104.0,1
11.3,0.49,0.32,0.027000000000000003,8.06,3.03,59.0,1
12.3,0.32,0.71,0.027999999999999997,6.26,3.4,84.0,1
9.8,0.13,0.42,0.040999999999999995,6.95,3.14,93.0,0
10.8,0.37,0.5,0.043,7.18,3.18,88.0,0
9.2,0.05,0.5,0.054000000000000006,6.4,3.43,110.0,0
12.3,0.42,0.4,0.027000000000000003,6.26,3.4,108.0,1
10.9,0.27,0.63,0.042,6.630000000000001,3.03,65.0,0
12.6,0.36,0.38,0.034,7.24,3.19,90.0,1
10.7,0.33,0.64,0.04,7.140000000000001,3.26,115.0,0
9.2,0.64,0.39,0.055999999999999994,7.43,3.05,93.0,0
9.5,0.21,0.44,0.045,6.090000000000001,3.32,78.0,0
9.5,0.14,0.44,0.032,6.180000000000001,3.28,112.0,0
12.0,0.26,0.41,0.036000000000000004,7.22,3.34,88.0,1
12.7,0.3,0.43,0.031,6.3999999999999995,3.39,113.0,1
10.6,0.28,0.53,0.046,6.130000000000001,3.23,105.0,0
12.5,0.32,0.58,0.034,6.300000000000001,3.51,77.0,1
12.7,0.31,0.5,0.033,6.11,3.35,97.0,0
10.4,0.28,0.56,0.042,7.180000000000001,3.03,87.0,0
12.1,0.28,0.41,0.059000000000000004,6.72,3.23,122.0,1
8.8,0.24,0.49,0.05,7.42,3.1,152.0,0
8.7,0.74,0.44,0.037000000000000005,7.470000000000001,3.04,109.0,0
11.4,0.39,0.4,0.04,6.85,3.35,49.0,1
9.2,0.28,0.42,0.040999999999999995,7.779999999999999,3.2,81.0,0
11.5,0.43,0.33,0.038,6.52,3.35,99.0,1
9.1,0.3,0.42,0.066,7.31,3.2,127.0,0
12.9,0.29,0.46,0.048,6.6,3.22,109.0,1
13.0,0.26,0.48,0.045,6.949999999999999,3.24,110.0,1
13.5,0.33,0.41,0.027999999999999997,6.4,3.36,54.0,1
10.0,0.39,0.67,0.038,7.88,3.16,94.0,0
11.3,0.27,0.59,0.035,7.53,3.04,81.0,1
11.8,0.27,0.41,0.037000000000000005,6.69,3.17,88.0,0
11.1,0.31,0.58,0.036000000000000004,6.18,3.34,61.0,1
10.8,0.35,0.54,0.036000000000000004,7.090000000000001,3.21,68.0,1
12.0,0.31,0.37,0.048,5.41,3.24,44.0,1
8.9,0.3,0.46,0.055999999999999994,7.8,3.14,159.5,1
10.6,0.3,0.61,0.022000000000000002,7.5,3.11,97.0,0
10.3,0.36,0.39,0.033,8.16,3.2,108.0,0
9.7,0.32,0.54,0.038,6.74,3.45,155.0,1
12.5,0.13,0.48,0.025,6.140000000000001,3.33,145.0,0
8.8,0.26,0.52,0.09,7.81,3.01,128.0,0
12.5,0.36,0.59,0.038,7.5600000000000005,2.93,72.0,1
13.3,0.32,0.46,0.031,8.5,3.05,95.0,1
9.8,0.29,0.37,0.059000000000000004,7.869999999999999,3.09,78.0,0
9.3,0.24,0.61,0.05,6.4399999999999995,3.12,151.0,0
11.1,0.45,0.47,0.039,7.2,3.07,86.0,1
11.2,0.44,0.73,0.043,6.550000000000001,3.14,83.0,1
13.1,0.28,0.64,0.026000000000000002,6.48,2.98,83.0,1
10.8,0.24,0.58,0.045,7.05,3.53,125.0,0
9.9,0.35,0.39,0.036000000000000004,7.34,3.46,58.0,0
11.0,0.36,0.48,0.026000000000000002,6.890000000000001,3.27,80.0,0
13.05,0.32,0.46,0.024,5.819999999999999,3.2,68.0,1
10.0,0.24,0.56,0.044000000000000004,7.369999999999999,3.04,70.0,1
12.2,0.34,0.5,0.032,7.05,3.37,86.0,1
9.4,0.23,0.54,0.12300000000000001,7.19,3.04,77.0,0
11.0,0.33,0.55,0.053,8.07,3.2,139.0,0
12.6,0.42,0.46,0.036000000000000004,6.1,3.1,94.0,1
11.0,0.29,0.46,0.039,6.44,3.33,81.0,1
9.5,0.48,0.47,0.044000000000000004,6.45,3.25,162.0,0
11.6,0.27,0.57,0.06,7.14,3.27,155.0,0
13.7,0.01,0.94,0.040999999999999995,6.96,3.2,102.0,1
8.8,0.28,0.47,0.055999999999999994,7.11,3.02,110.0,1
9.6,0.34,0.49,0.091,6.57,3.25,93.0,1
9.4,0.25,0.42,0.052000000000000005,6.79,3.3,147.0,1
10.8,0.3,0.42,0.043,6.075,3.33,108.0,1
9.7,0.41,0.51,0.057999999999999996,8.18,3.27,122.0,0
9.3,0.49,0.47,0.048,6.28,3.19,161.0,0
9.8,0.31,0.46,0.045,6.92,3.41,91.0,1
9.6,0.32,0.76,0.053,8.07,3.29,103.0,0
9.9,0.16,0.62,0.037000000000000005,6.46,3.17,162.0,0
9.2,0.18,0.5,0.04,6.69,3.14,95.0,0
11.0,0.27,0.42,0.037000000000000005,6.57,3.46,78.0,1
11.5,0.35,0.45,0.032,9.200000000000001,3.15,116.0,1
10.1,0.26,0.55,0.054000000000000006,7.36,3.38,183.0,0
12.0,0.34,0.6,0.044000000000000004,6.82,3.28,64.0,1
12.7,0.34,0.37,0.025,6.23,3.36,88.0,0
12.6,0.28,0.58,0.037000000000000005,7.7,3.16,71.0,1
12.3,0.33,0.46,0.039,7.090000000000001,3.09,71.0,1
12.4,0.29,0.34,0.035,5.485,3.19,74.0,1
11.4,0.4,0.5,0.042,7.4799999999999995,3.03,147.0,0
12.8,0.48,0.52,0.04,8.02,3.2,86.0,1
8.9,0.4,0.47,0.043,7.19,2.93,120.0,0
12.7,0.19,0.54,0.033,6.800000000000001,3.22,96.0,1
11.2,0.42,0.72,0.043,6.43,3.13,83.0,1
11.8,0.33,0.37,0.042,7.444999999999999,3.1,50.0,1
10.7,0.31,0.64,0.046,6.930000000000001,3.33,66.0,1
12.0,0.35,0.57,0.04,6.97,2.91,55.0,1
11.0,0.36,0.51,0.034,6.4799999999999995,3.16,85.0,0
9.6,0.39,0.58,0.04,6.96,3.32,102.0,1
9.9,0.3,0.59,0.045,7.21,3.12,103.0,0
9.1,0.44,0.53,0.057,7.0,3.11,159.0,0
10.5,0.29,0.56,0.052000000000000005,6.680000000000001,3.48,93.0,1
10.4,0.24,0.6,0.038,6.859999999999999,3.35,109.0,0
11.4,0.28,0.46,0.027999999999999997,6.84,3.34,93.0,0
9.5,0.26,0.5,0.054000000000000006,6.640000000000001,3.12,135.0,0
9.1,0.3,0.49,0.053,7.590000000000001,3.14,180.5,1
11.9,0.52,0.4,0.017,7.87,3.14,63.0,1
11.4,0.3,0.42,0.027999999999999997,7.35,3.4,60.0,1
10.7,0.33,0.62,0.037000000000000005,7.98,3.39,123.0,1
8.9,0.2,0.5,0.054000000000000006,7.75,3.11,166.0,0
9.5,0.24,0.48,0.057,7.15,2.99,72.0,0
8.7,0.49,0.39,0.042,6.81,3.28,117.0,0
12.2,0.3,0.49,0.06,6.83,3.23,125.0,1
11.7,0.28,0.51,0.046,6.69,3.18,68.0,1
11.94,0.22,0.39,0.035,6.71,3.2,94.0,1
9.2,0.27,0.45,0.027999999999999997,5.7299999999999995,3.34,82.0,0
8.6,0.29,0.45,0.042,6.21,3.39,97.0,0
9.3,0.25,0.5,0.040999999999999995,7.2,3.18,98.0,0
12.5,0.28,0.39,0.034,7.0600000000000005,2.96,52.0,0
9.0,0.28,0.43,0.05,7.37,2.94,121.0,1
11.2,0.24,0.43,0.037000000000000005,6.59,3.23,93.0,1
13.0,0.2,0.45,0.027000000000000003,5.51,3.56,90.0,1
11.0,0.34,0.74,0.035,7.67,3.05,89.0,0
11.8,0.34,0.51,0.055,9.190000000000001,2.95,95.0,0
9.7,0.55,0.29,0.038,7.25,3.11,89.0,0
12.0,0.26,0.51,0.042,7.26,3.38,55.0,1
11.0,0.29,0.5,0.034,7.51,3.3,89.0,1
13.7,0.13,0.9,0.039,6.09,3.42,99.0,1
8.8,0.51,0.44,0.044000000000000004,7.17,3.19,101.0,0
9.8,0.22,0.64,0.040999999999999995,6.48,3.44,131.0,1
12.5,0.29,0.31,0.043,7.16,3.16,81.0,0
10.5,0.33,0.4,0.034,6.970000000000001,3.08,36.0,0
10.7,0.37,0.48,0.02,7.65,3.0,79.0,1
11.8,0.28,0.57,0.038,6.1000000000000005,3.31,103.0,1
12.7,0.27,0.41,0.044000000000000004,6.29,3.31,97.0,1
11.1,0.59,0.41,0.037000000000000005,7.26,3.34,80.0,1
9.5,0.42,0.46,0.048,7.340000000000001,3.32,137.0,0
12.5,0.33,0.38,0.023,6.71,3.3,82.0,1
9.7,0.32,0.5,0.048,6.57,3.5,159.0,0
10.2,0.25,0.54,0.049,7.630000000000001,3.42,98.0,1
11.9,0.39,0.43,0.040999999999999995,8.1,3.08,117.0,0
9.0,0.28,0.38,0.055,7.45,3.12,150.0,1
10.4,0.28,0.54,0.045,7.21,3.25,184.0,0
10.7,0.35,0.63,0.038,7.090000000000001,3.0,69.0,0
8.9,0.24,0.45,0.057999999999999996,7.869999999999999,3.15,96.0,0
8.8,0.27,0.41,0.057,7.49,2.94,110.0,1
9.0,0.27,0.44,0.034,7.44,3.2,134.0,0
11.0,0.36,0.69,0.034,6.550000000000001,3.42,107.0,1
12.0,0.29,0.48,0.024,7.569999999999999,3.12,120.0,1
12.2,0.39,0.43,0.036000000000000004,7.35,3.28,94.0,1
12.1,0.34,0.48,0.027999999999999997,7.970000000000001,2.99,142.0,1
12.7,0.32,0.44,0.042,6.3999999999999995,3.31,101.0,1
10.65,0.28,0.55,0.037000000000000005,6.08,3.29,64.0,1
11.2,0.27,0.39,0.04,5.69,3.5,51.0,0
9.6,0.35,0.5,0.042,6.78,3.23,140.0,0
11.4,0.29,0.48,0.042,6.06,3.36,66.0,1
10.8,0.25,0.54,0.052000000000000005,7.0,3.09,84.0,0
8.8,0.27,0.41,0.057,7.49,2.94,110.0,1
9.4,0.33,0.52,0.043,7.3100000000000005,3.2,124.0,0
12.4,0.38,0.36,0.028999999999999998,5.69,3.28,101.0,0
12.8,0.22,0.53,0.032,7.140000000000001,3.26,80.0,1
10.4,0.26,0.51,0.033,8.24,3.44,100.0,1
9.1,0.31,0.54,0.051,7.04,3.06,126.0,0
8.8,0.48,0.4,0.048,7.83,2.95,188.0,0
13.4,0.24,0.26,0.032,6.57,3.04,67.0,1
12.4,0.39,0.47,0.04,7.64,3.3,118.0,0
9.9,0.27,0.44,0.057,7.62,3.29,53.0,1
13.1,0.3,0.4,0.036000000000000004,6.43,3.31,94.0,1
13.0,0.47,0.32,0.013999999999999999,6.94,3.13,93.0,1
12.7,0.37,0.49,0.036000000000000004,5.9799999999999995,3.09,55.0,1
11.2,0.46,0.6,0.040999999999999995,7.390000000000001,3.19,105.0,1
8.7,0.27,0.43,0.05,7.5600000000000005,2.9,110.0,1
9.0,0.28,0.43,0.05,7.37,2.94,121.0,1
10.1,0.36,0.67,0.039,6.82,3.07,82.0,1
11.3,0.36,0.52,0.04,7.92,3.23,123.0,0
12.3,0.33,0.79,0.035,7.2,3.25,129.0,1
11.9,0.3,0.52,0.018000000000000002,7.22,3.02,22.0,1
9.5,0.18,0.42,0.055999999999999994,7.05,3.11,124.0,0
12.2,0.32,0.37,0.040999999999999995,6.83,3.06,81.0,0
12.9,0.31,0.39,0.035,6.5,3.26,66.0,1
9.1,0.53,0.45,0.049,8.26,2.94,76.0,0
9.0,0.28,0.38,0.055,7.45,3.12,150.0,1
11.6,0.4,0.5,0.022000000000000002,5.949999999999999,3.54,151.0,1
9.9,0.3,0.35,0.049,6.92,3.2,56.0,0
13.0,0.29,0.48,0.021,7.88,3.08,75.0,1
10.8,0.2,0.54,0.024,6.75,3.24,72.0,0
9.9,0.36,0.34,0.038,7.6000000000000005,3.36,67.0,0
9.4,0.2,0.41,0.046,7.9799999999999995,3.15,107.0,0
10.2,0.34,0.47,0.043,8.520000000000001,3.0,96.0,0
11.9,0.39,0.43,0.036000000000000004,6.73,3.19,57.0,1
9.2,0.49,0.52,0.048,8.55,3.03,178.0,0
10.2,0.33,0.49,0.052000000000000005,8.36,3.03,105.5,1
11.1,0.31,0.44,0.035,6.369999999999999,3.32,66.0,1
10.6,0.26,0.6,0.051,7.61,3.36,136.0,0
11.0,0.29,0.59,0.051,6.58,3.43,103.0,0
9.5,0.42,0.53,0.042,6.79,3.24,136.0,0
9.5,0.26,0.37,0.05,8.32,3.24,76.5,0
12.8,0.3,0.38,0.022000000000000002,5.79,3.34,90.0,1
8.9,0.2,0.46,0.044000000000000004,5.92,3.22,72.0,0
11.0,0.29,0.58,0.068,6.85,3.34,85.0,1
11.9,0.39,0.43,0.036000000000000004,6.73,3.19,57.0,1
9.0,0.12,0.35,0.05,7.48,2.86,63.0,0
12.6,0.44,0.4,0.024,9.13,2.96,78.0,1
12.0,0.31,0.34,0.046,6.93,3.15,124.0,1
10.1,0.28,0.33,0.046,6.83,3.33,105.0,1
9.0,0.33,0.39,0.059000000000000004,6.95,3.43,87.0,1
10.7,0.26,0.48,0.044000000000000004,7.18,3.39,43.0,1
12.5,0.29,0.39,0.076,8.54,2.95,73.0,0
10.5,0.33,0.51,0.054000000000000006,7.08,3.42,140.0,0
12.6,0.24,0.66,0.037000000000000005,6.69,2.9,64.0,1
12.5,0.28,0.34,0.038,7.07,3.24,63.0,0
10.4,0.28,0.51,0.037000000000000005,6.71,3.32,107.0,1
13.9,0.2,0.78,0.027000000000000003,6.12,3.36,106.0,1
10.1,0.29,0.51,0.042,7.04,3.11,101.0,0
10.7,0.45,0.49,0.05,8.040000000000001,3.33,97.0,1
9.8,0.26,0.46,0.069,7.31,3.13,132.0,0
13.3,0.3,0.64,0.025,6.32,3.07,94.0,1
9.3,0.57,0.39,0.13,6.76,3.12,82.0,1
10.4,0.27,0.55,0.04,8.14,3.01,81.0,0
9.2,0.72,0.36,0.042,6.72,3.12,135.0,0
9.5,0.71,0.5,0.042,6.99,2.85,93.0,0
9.0,0.36,0.48,0.067,7.65,3.01,125.0,0
12.5,0.3,0.63,0.036000000000000004,6.83,3.25,54.0,1
12.3,0.32,0.34,0.028999999999999998,7.12,3.0,74.0,1
9.3,0.02,0.36,0.038,6.315,3.36,41.0,0
11.1,0.38,0.4,0.026000000000000002,6.81,3.25,64.0,1
9.7,0.26,0.43,0.057999999999999996,6.18,3.27,120.0,0
10.5,0.27,0.37,0.037000000000000005,7.3,3.04,86.0,1
13.0,0.22,0.55,0.036000000000000004,7.0,3.26,96.0,1
13.2,0.28,0.5,0.027999999999999997,7.84,3.2,54.0,1
10.8,0.28,0.46,0.037000000000000005,6.37,3.41,94.0,1
12.3,0.24,0.46,0.021,7.11,3.15,63.0,1
12.7,0.36,0.37,0.043,7.279999999999999,3.26,56.0,1
11.0,0.32,0.68,0.044000000000000004,6.8,3.37,56.0,1
8.8,0.27,0.41,0.057,7.49,2.94,110.0,1
12.3,0.46,0.62,0.028999999999999998,6.4399999999999995,3.29,73.0,0
10.0,0.32,0.57,0.037000000000000005,7.31,3.2,113.0,1
12.4,0.34,0.32,0.036000000000000004,7.03,2.99,85.0,1
11.2,0.49,0.47,0.055,7.5600000000000005,3.23,132.0,0
12.0,0.34,0.44,0.02,7.1899999999999995,3.18,95.0,1
11.4,0.23,0.62,0.047,5.45,3.32,57.0,0
10.8,0.49,0.54,0.027999999999999997,7.56,3.24,75.0,0
11.5,0.47,0.43,0.03,6.2,3.52,114.0,1
12.5,0.34,0.5,0.039,7.42,3.38,104.0,1
12.3,0.36,0.71,0.033,7.5200000000000005,3.1,77.0,1
11.5,0.31,0.32,0.021,8.71,2.93,96.0,0
10.0,0.48,0.29,0.034,10.22,2.87,105.0,0
10.4,0.31,0.57,0.05,7.2,3.28,184.0,0
12.2,0.22,0.52,0.031,7.53,2.97,63.0,1
12.1,0.28,0.47,0.039,6.4,3.36,54.0,0
11.1,0.32,0.52,0.039,6.85,2.96,53.0,0
11.1,0.31,0.41,0.037000000000000005,6.205,3.41,90.0,1
11.3,0.33,0.42,0.033,6.22,3.17,72.0,1
11.0,0.35,0.4,0.039,6.630000000000001,3.18,104.0,1
9.0,0.32,0.36,0.035,6.86,2.88,138.0,0
11.4,0.37,0.75,0.048,6.71,3.33,68.0,1
12.8,0.39,0.67,0.034,8.57,3.29,100.0,1
11.8,0.27,0.33,0.035,6.17,3.1,83.0,1
9.8,0.32,0.54,0.024,7.21,3.05,146.0,0
13.0,0.27,0.53,0.032,7.78,3.17,78.0,1
13.4,0.62,0.43,0.038,7.23,3.23,86.0,1
9.8,0.28,0.45,0.053,8.22,3.14,114.0,0
10.5,0.31,0.47,0.043,6.5600000000000005,3.35,115.0,0
11.8,0.3,0.61,0.040999999999999995,6.5,3.31,53.0,1
12.2,0.4,0.46,0.042,6.550000000000001,3.11,64.0,1
10.2,0.3,0.35,0.040999999999999995,7.1000000000000005,3.16,108.0,0
11.3,0.28,0.37,0.048,7.640000000000001,3.21,90.0,1
11.2,0.26,0.35,0.040999999999999995,7.02,3.04,153.0,0
12.8,0.34,0.39,0.031,6.08,3.39,59.0,1
10.0,0.16,0.45,0.037000000000000005,6.14,3.46,90.0,1
9.3,0.37,0.49,0.05,6.630000000000001,2.86,90.0,0
10.4,0.36,0.68,0.036000000000000004,5.97,3.43,59.0,1
10.8,0.26,0.5,0.038,6.39,3.41,148.0,0
10.0,0.26,0.57,0.054000000000000006,6.840000000000001,3.58,160.0,0
11.4,0.34,0.42,0.042,6.21,3.44,60.0,0
10.4,0.33,0.46,0.052000000000000005,6.53,3.23,95.0,0
11.3,0.24,0.43,0.031,8.14,3.12,126.0,1
12.9,0.29,0.25,0.038,6.615,3.12,93.0,1
10.6,0.24,0.56,0.044000000000000004,7.98,3.27,128.0,0
11.0,0.38,0.3,0.044000000000000004,6.62,2.97,92.0,1
13.1,0.38,0.58,0.039,6.1,3.23,64.0,1
10.4,0.32,0.44,0.047,6.9799999999999995,3.42,92.0,0
10.5,0.33,0.38,0.033,8.08,3.12,52.0,1
11.3,0.26,0.55,0.038,6.16,3.34,113.0,0
10.2,0.15,0.38,0.044000000000000004,6.9799999999999995,3.11,53.0,0
12.7,0.32,0.55,0.028999999999999998,6.2700000000000005,3.41,61.0,1
9.0,0.58,0.38,0.040999999999999995,7.859999999999999,3.07,118.0,0
11.8,0.24,0.44,0.037000000000000005,7.909999999999999,3.05,111.0,1
8.8,0.42,0.42,0.05,7.23,3.22,109.0,0
10.1,0.19,0.34,0.045,6.77,3.16,77.0,0
9.8,0.33,0.42,0.055999999999999994,7.130000000000001,3.42,125.0,0
12.6,0.28,0.58,0.037000000000000005,7.7,3.16,71.0,1
9.4,0.31,0.49,0.069,6.85,3.18,112.0,0
9.2,0.29,0.42,0.044000000000000004,7.359999999999999,3.04,178.0,0
13.2,0.25,0.43,0.033,6.29,3.08,84.0,0
12.0,0.34,0.44,0.02,7.1899999999999995,3.18,95.0,1
9.3,0.34,0.4,0.043,6.8100000000000005,3.42,72.0,1
12.0,0.3,0.41,0.039,7.4,3.3,145.0,0
10.9,0.28,0.45,0.039,6.9799999999999995,3.11,84.0,1
8.8,0.23,0.44,0.055999999999999994,7.19,3.17,159.0,0
10.8,0.49,0.54,0.027999999999999997,7.56,3.24,75.0,0
11.5,0.4,0.68,0.036000000000000004,7.090000000000001,3.08,41.0,1
9.1,0.49,0.36,0.057999999999999996,7.49,3.42,84.0,1
9.9,0.25,0.44,0.142,6.79,3.0,103.0,0
12.0,0.36,0.66,0.036000000000000004,6.97,3.19,70.0,0
11.0,0.49,0.63,0.057,7.2,3.43,131.0,1
12.8,0.18,0.54,0.027000000000000003,6.71,3.34,86.0,1
13.4,0.24,0.26,0.032,6.57,3.04,67.0,1
9.1,0.22,0.51,0.034,7.16,3.2,106.0,0
8.8,0.44,0.75,0.053,8.27,3.28,102.0,1
10.2,0.35,0.54,0.055,7.88,3.24,119.0,0
11.9,0.4,0.3,0.038,7.63,3.03,106.0,1
9.1,0.53,0.45,0.047,7.56,3.06,104.0,0
12.9,0.28,0.65,0.026000000000000002,6.25,3.43,72.0,1
9.8,0.31,0.64,0.046,8.08,3.23,180.0,0
9.2,0.24,0.6,0.047,6.78,3.11,110.0,0
10.7,0.33,0.46,0.042,6.869999999999999,3.29,159.0,0
8.8,0.32,0.47,0.044000000000000004,8.93,3.12,134.0,1
10.5,0.47,0.34,0.035,5.8500000000000005,3.03,79.0,1
9.7,0.2,0.51,0.044000000000000004,6.83,2.96,86.0,0
12.7,0.34,0.36,0.018000000000000002,7.260000000000001,3.28,62.0,1
11.8,0.38,0.42,0.033,6.12,3.42,71.0,1
10.7,0.32,0.44,0.049,6.99,3.12,70.0,1
12.2,0.37,0.49,0.027000000000000003,7.1000000000000005,3.38,73.0,1
9.9,0.24,0.43,0.047,7.24,3.3,62.0,0
10.9,0.36,0.48,0.034,6.32,3.25,58.0,0
9.8,0.4,0.96,0.051,7.239999999999999,3.3,81.0,1
8.8,0.32,0.45,0.079,6.94,3.02,85.0,0
10.8,0.56,0.43,0.04,8.245,3.25,76.0,0
12.5,0.27,0.36,0.035,7.3500000000000005,3.12,63.0,1
11.2,0.44,0.73,0.043,6.550000000000001,3.14,83.0,1
10.5,0.24,0.52,0.043,7.06,3.18,84.0,0
10.7,0.27,0.44,0.043,5.88,3.35,106.0,1
9.5,0.37,0.82,0.053,7.12,3.37,119.0,1
9.0,0.2,0.44,0.049,7.840000000000001,3.27,113.0,0
12.3,0.49,0.38,0.03,7.89,3.13,152.0,1
10.1,0.24,0.5,0.059000000000000004,5.96,3.3,101.0,0
10.9,0.28,0.45,0.039,6.9799999999999995,3.11,84.0,1
12.1,0.04,0.33,0.036000000000000004,5.640000000000001,3.36,76.0,1
9.1,0.3,0.49,0.053,7.590000000000001,3.14,180.5,1
9.0,0.29,0.5,0.051,6.28,3.14,138.0,0
13.7,0.29,0.33,0.03,6.07,3.41,91.0,1
9.5,0.27,0.56,0.057,6.84,3.22,119.0,0
9.2,0.36,0.42,0.045,6.85,3.08,126.0,0
