alcohol,citric acid,sulphates,chlorides,Total_Acidity,pH,Bounded_Sulfur_Dioxide,OUTPUT_LABEL
9.5,0.54,0.61,0.046,7.29,3.05,175.0,0
12.4,0.33,0.44,0.045,8.37,2.98,74.0,0
9.4,0.65,0.42,0.079,5.955,3.2,120.0,0
9.4,0.3,0.49,0.174,6.32,3.18,113.0,0
11.0,0.35,0.54,0.054000000000000006,6.9799999999999995,3.1,90.0,1
9.8,0.49,0.61,0.052000000000000005,6.56,2.99,100.0,0
12.5,0.46,0.47,0.03,8.23,3.23,95.0,0
9.8,0.4,0.53,0.054000000000000006,7.8999999999999995,3.19,146.0,0
11.0,0.33,0.56,0.047,6.99,3.12,88.0,0
10.0,0.44,0.45,0.046,7.67,3.17,81.0,0
12.0,0.34,0.44,0.02,7.1899999999999995,3.18,95.0,1
10.5,0.27,0.37,0.037000000000000005,7.3,3.04,86.0,1
8.7,0.27,0.43,0.05,7.5600000000000005,2.9,110.0,1
9.4,0.37,0.48,0.036000000000000004,6.83,3.2,107.0,0
11.0,0.33,0.55,0.053,8.07,3.2,139.0,0
11.3,0.35,0.45,0.040999999999999995,7.81,3.06,99.0,0
12.6,0.32,0.31,0.032,5.27,3.45,120.0,1
12.2,0.37,0.4,0.040999999999999995,7.53,3.26,114.0,1
11.0,0.33,0.38,0.033,5.54,3.59,72.0,1
9.6,0.34,0.39,0.062,7.7299999999999995,3.21,86.0,0
10.4,0.28,0.51,0.037000000000000005,6.71,3.32,107.0,1
8.8,0.43,0.79,0.053,9.0,3.28,124.0,0
10.5,0.51,1.01,0.048,6.67,3.1,111.0,0
9.9,0.22,0.46,0.044000000000000004,7.64,3.14,133.0,0
10.3,0.39,0.45,0.054000000000000006,7.68,3.27,68.0,0
10.9,0.31,0.59,0.039,6.319999999999999,3.45,89.0,0
9.4,0.49,0.54,0.042,8.58,3.1,108.0,0
11.1,0.49,0.62,0.031,7.7,3.06,89.0,0
13.4,0.24,0.38,0.04,7.55,2.94,63.0,1
8.7,0.99,0.31,0.122,6.79,3.09,84.0,0
8.8,0.15,0.46,0.053,6.26,3.08,89.0,0
9.2,0.28,0.3,0.055999999999999994,7.819999999999999,2.99,75.0,0
10.0,0.31,0.53,0.057999999999999996,7.58,3.16,129.0,1
10.0,0.24,0.78,0.039,7.33,3.19,136.0,0
10.4,0.44,0.52,0.046,6.3,3.5,167.0,0
12.4,0.29,0.38,0.026000000000000002,9.084999999999999,3.01,82.0,0
11.7,0.32,0.33,0.045,7.36,3.09,94.0,1
9.5,0.26,0.68,0.049,7.73,3.06,143.0,0
13.1,0.37,0.33,0.025,5.869999999999999,3.29,38.0,0
10.4,0.33,0.46,0.052000000000000005,6.53,3.23,95.0,0
11.1,0.33,0.46,0.047,7.03,3.1,81.0,0
12.2,0.49,0.33,0.031,7.39,3.07,67.0,0
11.9,0.04,0.32,0.031,7.145,3.14,63.0,0
9.4,0.14,0.5,0.036000000000000004,6.5600000000000005,3.27,117.0,0
9.4,0.28,0.55,0.07,7.21,3.34,140.0,0
10.7,0.26,0.47,0.042,7.89,3.14,128.0,0
12.2,0.27,0.46,0.028999999999999998,6.15,3.2,44.0,0
10.8,0.28,0.4,0.054000000000000006,7.090000000000001,3.16,66.0,0
13.6,0.26,0.47,0.035,6.38,3.18,73.0,1
12.6,0.27,0.6,0.027000000000000003,7.32,3.15,85.0,1
10.2,0.34,0.38,0.11900000000000001,6.28,3.19,71.0,0
9.5,0.57,0.41,0.06,6.69,3.06,105.0,0
12.1,0.28,0.47,0.039,6.4,3.36,54.0,0
12.6,0.37,0.33,0.025,7.359999999999999,3.06,74.0,1
13.4,0.33,0.51,0.034,7.02,3.28,70.0,0
9.3,0.35,0.53,0.044000000000000004,7.1899999999999995,3.07,163.0,0
10.7,0.3,0.56,0.039,7.9750000000000005,3.01,56.0,0
10.0,0.26,0.5,0.036000000000000004,7.46,3.41,165.0,0
11.8,0.27,0.33,0.035,6.17,3.1,83.0,1
11.9,0.4,0.3,0.038,7.63,3.03,106.0,1
9.3,0.49,0.47,0.048,6.28,3.19,161.0,0
10.5,0.27,0.71,0.038,6.41,3.49,109.0,1
10.8,0.32,0.57,0.054000000000000006,7.02,3.2,112.0,0
10.8,0.27,0.62,0.08900000000000001,6.18,3.49,103.0,0
11.0,0.32,0.39,0.015,7.99,2.99,77.0,0
9.0,0.42,0.46,0.046,7.109999999999999,3.19,123.0,0
9.4,0.14,0.48,0.052000000000000005,6.53,3.21,101.0,0
11.9,0.3,0.52,0.018000000000000002,7.22,3.02,22.0,1
10.5,0.31,0.48,0.036000000000000004,8.12,3.03,149.0,0
12.6,0.27,0.51,0.024,6.39,3.21,63.0,1
11.0,0.32,0.6,0.048,6.470000000000001,3.21,112.0,0
9.0,0.8,0.48,0.038,7.61,2.95,106.0,0
11.0,0.34,0.59,0.04,7.8100000000000005,3.07,73.0,1
9.9,0.34,0.61,0.045,7.555000000000001,3.18,140.5,1
10.4,0.52,0.43,0.028999999999999998,7.31,3.07,56.0,0
13.4,0.29,0.59,0.069,7.23,3.22,94.0,0
10.7,0.32,0.54,0.04,7.12,3.34,88.0,1
9.3,0.41,0.49,0.05,8.700000000000001,3.39,107.0,0
12.1,0.28,0.34,0.027999999999999997,6.859999999999999,3.17,108.0,0
12.89333333,0.24,0.44,0.035,7.11,3.12,82.0,1
11.0,0.34,0.38,0.04,7.45,3.07,55.0,0
12.0,0.34,0.53,0.034,7.06,3.33,95.0,0
14.0,0.18,0.83,0.036000000000000004,5.455,3.21,73.0,1
9.4,0.42,0.48,0.044000000000000004,6.88,3.14,136.0,0
9.9,0.34,0.4,0.040999999999999995,8.78,3.13,129.0,0
9.5,0.24,0.48,0.057,7.15,2.99,72.0,0
10.2,0.32,0.41,0.046,5.970000000000001,3.8,135.0,0
9.1,0.4,0.41,0.042,7.52,3.36,85.0,1
11.6,0.34,0.46,0.049,7.2,3.25,124.0,1
10.1,0.22,0.32,0.037000000000000005,6.66,3.29,108.0,0
11.9,0.3,0.42,0.037000000000000005,6.380000000000001,3.47,59.0,1
10.0,0.25,0.46,0.047,6.239999999999999,3.35,136.0,0
8.6,0.29,0.45,0.042,6.21,3.39,97.0,0
9.1,0.45,0.51,0.057,6.680000000000001,3.16,176.0,0
11.4,0.33,0.43,0.027000000000000003,5.359999999999999,3.35,67.0,1
8.9,0.58,0.41,0.036000000000000004,8.07,3.06,117.0,0
10.2,0.33,0.69,0.049,7.04,3.1,93.0,0
9.5,0.37,0.48,0.047,6.57,3.19,157.0,0
8.7,0.3,0.44,0.055999999999999994,7.5600000000000005,2.9,135.0,1
9.4,0.36,0.76,0.045,7.41,3.25,115.0,0
9.8,0.4,0.97,0.047,7.2299999999999995,3.3,80.0,1
9.2,0.27,0.45,0.027999999999999997,5.7299999999999995,3.34,82.0,0
9.7,0.32,0.56,0.038,7.73,3.04,137.0,0
8.6,0.42,0.69,0.044000000000000004,8.22,3.21,118.0,1
9.7,0.46,0.51,0.039,6.3500000000000005,3.38,85.0,0
11.1,0.25,0.44,0.03,6.45,3.3,70.0,1
11.2,0.26,0.59,0.039,7.38,3.06,68.0,0
12.8,0.35,0.4,0.034,6.85,3.19,83.0,0
9.3,0.45,0.5,0.049,6.75,3.17,159.0,0
11.95,0.36,0.35,0.028999999999999998,7.14,3.28,84.0,1
9.3,0.25,0.43,0.053,6.970000000000001,3.22,148.0,0
9.6,0.32,0.52,0.045,6.75,3.18,87.0,0
9.1,0.44,0.38,0.19699999999999998,6.69,3.01,108.0,0
9.4,0.3,0.4,0.20800000000000002,6.58,3.1,94.0,0
11.3,0.49,0.35,0.033,8.23,3.14,121.0,0
9.0,0.46,0.47,0.08800000000000001,8.05,2.86,122.0,0
10.7,0.31,0.64,0.046,6.930000000000001,3.33,66.0,1
10.6,0.49,0.72,0.038,7.4399999999999995,3.2,71.0,0
12.0,0.36,0.66,0.036000000000000004,6.97,3.19,70.0,0
12.3,0.32,0.34,0.028999999999999998,7.12,3.0,74.0,1
11.0,0.33,0.44,0.044000000000000004,6.630000000000001,3.33,202.0,0
10.6,0.2,0.43,0.032,6.51,2.91,82.0,0
10.3,0.27,0.55,0.049,5.57,3.46,76.0,0
10.4,0.6,0.59,0.037000000000000005,7.090000000000001,2.92,116.0,0
13.05,0.32,0.46,0.024,5.819999999999999,3.2,68.0,1
12.3,0.46,0.62,0.028999999999999998,6.4399999999999995,3.29,73.0,0
10.8,0.06,0.29,0.03,6.875,2.97,122.0,0
12.0,0.31,0.31,0.03,6.45,3.18,118.0,0
11.0,0.29,0.46,0.039,6.44,3.33,81.0,1
9.1,0.2,0.54,0.07,7.8,3.03,153.0,0
9.4,0.24,0.48,0.12300000000000001,7.1,3.07,81.0,0
12.6,0.28,0.6,0.024,7.17,3.45,42.0,1
10.0,0.39,0.67,0.038,7.88,3.16,94.0,0
10.9,0.36,0.52,0.042,6.94,3.34,81.0,0
11.5,0.38,0.32,0.043,8.120000000000001,3.12,106.0,1
11.3,0.34,0.72,0.035,7.95,3.07,62.0,1
10.8,0.29,0.55,0.038,7.62,3.2,112.0,0
10.8,0.26,0.37,0.046,6.470000000000001,3.16,84.0,0
8.9,0.29,0.58,0.044000000000000004,6.949999999999999,3.17,123.0,0
10.8,0.36,0.54,0.042,6.17,3.22,47.0,0
12.0,0.35,0.68,0.037000000000000005,6.79,3.18,70.0,1
11.5,0.4,0.62,0.037000000000000005,7.57,3.05,127.0,0
9.6,0.21,0.64,0.039,6.45,3.48,131.0,0
11.1,0.3,0.49,0.040999999999999995,6.73,3.22,126.0,0
10.1,0.24,0.72,0.047,5.91,3.65,129.0,0
11.6,0.27,0.57,0.06,7.14,3.27,155.0,0
10.7,0.27,0.44,0.043,5.88,3.35,106.0,1
11.3,0.49,0.55,0.042,7.65,3.13,121.0,0
11.4,0.36,0.37,0.045,7.08,3.02,95.0,0
9.2,0.25,0.46,0.044000000000000004,7.16,2.91,122.0,0
13.6,0.09,0.34,0.02,5.37,3.3,4.0,0
9.1,0.27,0.38,0.035,6.3500000000000005,3.12,70.0,0
11.5,0.37,0.37,0.027999999999999997,9.110000000000001,3.2,73.0,0
9.5,0.24,0.5,0.055999999999999994,7.44,3.05,142.0,0
10.1,0.09,0.38,0.044000000000000004,7.09,3.26,110.0,0
8.9,0.58,0.41,0.036000000000000004,8.07,3.06,117.0,0
11.2,0.29,0.57,0.040999999999999995,6.27,3.26,60.0,0
11.4,0.25,0.49,0.024,9.07,2.87,47.0,0
13.4,0.24,0.26,0.032,6.57,3.04,67.0,1
11.4,0.28,0.46,0.027999999999999997,6.84,3.34,93.0,0
10.4,0.28,0.56,0.042,7.180000000000001,3.03,87.0,0
10.1,0.74,0.68,0.046,6.58,3.58,114.0,0
9.4,0.4,0.5,0.039,6.77,3.18,153.0,0
12.75,0.3,0.58,0.026000000000000002,5.98,3.26,69.0,0
8.8,0.66,0.5,0.046,6.34,3.14,138.0,0
9.9,0.19,0.63,0.042,6.53,3.15,121.0,0
11.2,0.11,0.48,0.028999999999999998,5.7299999999999995,3.51,45.0,0
12.8,0.3,0.36,0.038,7.01,3.09,53.0,1
8.7,0.4,0.5,0.048,7.08,2.93,119.0,0
9.9,0.26,0.55,0.049,6.62,3.14,107.0,0
11.9,0.36,0.82,0.037000000000000005,7.0200000000000005,3.41,93.0,1
11.0,0.29,0.64,0.037000000000000005,7.44,3.27,65.0,1
11.0,0.24,0.51,0.038,5.575,3.38,86.0,0
11.7,0.33,0.44,0.033,6.1,3.2,91.0,0
10.0,0.49,0.46,0.048,8.299999999999999,3.09,166.0,1
10.5,0.32,0.44,0.047,7.45,3.26,105.0,0
10.1,0.34,0.4,0.068,5.245,3.24,111.0,0
12.2,0.21,0.42,0.032,6.5,2.97,80.0,0
12.1,0.49,0.48,0.044000000000000004,7.07,3.13,91.0,1
9.6,0.3,0.5,0.047,7.07,3.16,91.0,0
11.7,0.21,0.62,0.039,5.24,3.69,69.0,0
9.4,0.2,0.56,0.046,7.46,3.08,134.0,0
9.7,0.2,0.51,0.044000000000000004,6.83,2.96,86.0,0
8.4,0.23,0.48,0.052000000000000005,6.51,3.16,79.0,0
9.4,0.36,0.76,0.045,7.41,3.25,115.0,0
10.4,0.16,0.37,0.053,5.970000000000001,3.36,79.0,0
9.2,0.18,0.72,0.096,6.640000000000001,3.56,182.0,0
12.0,0.35,0.53,0.038,7.1,3.09,154.0,0
12.1,0.49,0.49,0.03,6.86,3.1,78.0,1
12.4,0.34,0.48,0.04,7.869999999999999,3.06,38.0,0
10.4,0.28,0.54,0.045,7.21,3.25,184.0,0
9.2,0.29,0.42,0.044000000000000004,7.359999999999999,3.04,178.0,0
9.7,0.35,0.32,0.037000000000000005,9.43,3.09,111.0,0
11.8,0.36,0.47,0.028999999999999998,6.819999999999999,3.2,75.0,0
10.4,0.49,0.38,0.057,8.43,3.07,58.0,0
10.6,0.31,0.77,0.053,7.02,3.39,80.0,0
9.8,0.31,0.44,0.039,6.81,3.41,119.0,1
12.1,0.29,0.96,0.040999999999999995,7.4799999999999995,3.02,107.0,0
9.4,0.18,0.44,0.043,7.01,3.17,143.0,0
10.0,0.39,0.47,0.043,7.3500000000000005,3.52,138.0,0
12.2,0.3,0.37,0.038,7.08,3.32,151.0,0
12.1,0.36,0.99,0.03,5.630000000000001,3.24,47.0,1
12.5,0.38,0.36,0.019,6.390000000000001,3.05,60.0,0
9.3,0.56,0.67,0.055,8.69,3.07,122.0,0
9.4,0.3,0.38,0.054000000000000006,7.15,2.99,93.0,0
9.4,0.17,0.47,0.044000000000000004,6.67,3.21,138.0,0
12.2,0.31,0.73,0.049,6.12,3.44,128.0,1
11.6,0.28,0.37,0.031,7.2700000000000005,3.1,103.0,0
10.7,0.0,0.5,0.033,7.36,3.15,43.0,0
9.0,0.58,0.38,0.040999999999999995,7.859999999999999,3.07,118.0,0
12.4,0.34,0.38,0.032,7.130000000000001,3.14,97.0,1
10.5,0.31,0.41,0.042,7.01,3.13,83.0,0
10.1,0.74,0.68,0.046,6.58,3.58,114.0,0
9.5,0.3,0.37,0.05,8.06,3.12,94.0,0
8.9,0.61,0.46,0.046,7.970000000000001,3.07,115.0,0
12.2,0.48,0.74,0.035,6.779999999999999,3.49,61.0,0
8.9,0.3,0.46,0.055999999999999994,7.8,3.14,159.5,1
10.2,0.23,0.52,0.051,6.680000000000001,3.15,112.0,0
9.0,0.58,0.51,0.044000000000000004,6.46,3.15,73.0,0
9.4,0.24,0.4,0.040999999999999995,5.58,3.42,83.0,0
10.2,0.32,0.48,0.053,8.41,3.17,92.0,0
9.4,0.39,0.39,0.065,7.83,3.16,90.0,0
10.0,0.41,0.44,0.049,8.86,2.96,82.0,0
10.4,0.26,0.41,0.037000000000000005,6.51,3.21,112.0,0
10.5,0.24,0.49,0.039,6.3999999999999995,3.59,82.0,1
9.4,0.29,0.39,0.055999999999999994,6.7299999999999995,3.17,62.0,0
13.0,0.26,0.27,0.038,7.32,3.11,103.0,1
12.6,0.22,0.44,0.034,6.38,3.36,84.0,0
11.3,0.29,0.45,0.046,7.71,3.15,72.0,0
9.5,0.44,0.44,0.055999999999999994,7.1499999999999995,3.14,130.0,0
12.2,0.28,0.58,0.035,8.09,3.19,73.0,1
10.0,0.5,0.64,0.049,6.0200000000000005,3.22,138.0,0
12.5,0.13,0.48,0.025,6.140000000000001,3.33,145.0,0
9.2,0.03,0.38,0.043,6.06,3.34,66.0,0
8.8,0.5,0.43,0.042,6.61,3.15,108.0,0
10.7,0.34,0.47,0.06,7.71,3.51,85.0,0
9.0,0.39,0.47,0.038,7.45,2.97,113.0,0
12.3,0.31,0.57,0.04,7.23,3.11,106.0,0
11.0,0.42,0.52,0.036000000000000004,6.5600000000000005,3.18,84.0,0
9.6,0.24,0.49,0.098,7.07,3.15,91.0,0
9.5,0.49,0.34,0.05,6.53,3.23,143.0,0
9.9,0.24,0.41,0.057,7.71,3.2,122.0,0
10.8,0.21,0.52,0.055,6.76,3.15,114.0,0
10.9,0.42,0.87,0.045,7.01,3.09,102.0,0
10.8,0.49,0.54,0.027999999999999997,7.56,3.24,75.0,0
10.0,0.39,0.47,0.049,6.92,3.5,126.0,0
12.4,0.36,0.41,0.027999999999999997,7.47,3.14,67.0,0
9.5,0.44,0.52,0.040999999999999995,6.55,3.18,147.0,0
11.1,0.33,0.49,0.037000000000000005,5.92,3.25,70.0,0
10.8,0.35,0.54,0.036000000000000004,7.090000000000001,3.21,68.0,1
10.4,0.26,0.5,0.053,8.0,3.2,138.0,0
9.8,0.24,0.56,0.051,6.96,3.08,115.0,0
11.3,0.28,0.59,0.06,7.42,3.08,91.0,0
10.8,0.36,0.48,0.03,6.340000000000001,3.22,61.0,0
9.1,0.3,0.49,0.053,7.590000000000001,3.14,180.5,1
9.5,0.26,0.55,0.040999999999999995,7.23,3.22,69.0,0
11.0,0.37,0.46,0.059000000000000004,7.37,3.08,81.0,1
8.7,0.61,0.45,0.045,7.529999999999999,3.11,101.0,0
9.533333333,0.2,0.48,0.05,6.73,3.18,135.0,0
9.5,0.71,0.5,0.042,6.99,2.85,93.0,0
10.5,0.49,0.98,0.053,6.640000000000001,3.01,95.0,0
9.6,0.39,0.63,0.045,7.78,3.16,150.0,0
9.4,0.23,0.53,0.045,7.56,3.11,148.0,0
11.6,0.34,0.74,0.036000000000000004,6.52,3.06,64.0,0
9.1,0.3,0.49,0.05,7.5,3.15,148.0,0
10.8,0.49,0.54,0.027999999999999997,7.56,3.24,75.0,0
11.8,0.35,0.53,0.04,6.7,2.98,113.0,0
10.0,0.14,0.39,0.043,6.98,3.17,95.0,0
11.0,0.36,0.42,0.043,7.26,3.16,69.0,1
11.8,0.29,0.32,0.031,8.15,3.06,84.0,1
12.3,0.24,0.46,0.021,7.11,3.15,63.0,1
9.0,0.12,0.35,0.05,7.48,2.86,63.0,0
11.7,0.29,0.36,0.038,7.15,3.01,48.0,1
9.7,0.23,0.49,0.054000000000000006,7.91,3.18,146.0,0
9.3,0.34,0.52,0.034,7.25,3.37,71.0,1
9.4,0.27,0.38,0.201,5.96,3.27,116.0,0
9.3,0.31,0.66,0.048,6.73,3.19,131.0,0
11.8,0.24,0.36,0.031,7.84,3.01,29.0,0
10.6,0.35,0.38,0.042,8.94,3.08,60.0,0
10.7,0.23,0.41,0.028999999999999998,7.97,3.37,89.0,1
12.4,0.26,0.41,0.039,6.19,3.32,74.0,0
12.7,0.35,0.57,0.034,7.33,3.26,83.0,1
9.7,0.39,0.58,0.04,7.12,3.31,187.0,0
9.2,0.26,0.51,0.053,7.220000000000001,3.25,148.0,0
11.2,0.22,0.4,0.038,6.5600000000000005,3.22,101.0,0
8.9,0.46,0.52,0.052000000000000005,7.470000000000001,3.04,210.0,0
11.1,0.28,0.53,0.04,7.35,3.18,80.0,0
11.0,0.36,0.33,0.036000000000000004,7.77,3.03,119.0,0
10.7,0.39,0.42,0.036000000000000004,8.19,3.12,111.0,0
12.3,0.26,0.49,0.033,7.8,2.98,50.0,1
9.6,0.5,0.51,0.053,6.66,3.2,151.0,0
9.4,0.2,0.4,0.086,7.785,3.13,77.0,0
11.2,0.44,0.73,0.043,6.550000000000001,3.14,83.0,1
8.8,0.36,0.48,0.046,7.01,3.27,101.0,0
10.4,0.29,0.58,0.052000000000000005,7.06,3.03,106.0,0
8.9,0.49,0.54,0.035,6.885,3.08,80.0,0
9.1,0.34,0.53,0.067,7.359999999999999,3.07,154.0,1
10.0,0.44,0.48,0.05,7.9,3.11,86.0,0
8.8,0.33,0.67,0.043,7.28,3.34,121.0,0
8.9,0.22,0.69,0.051,7.720000000000001,3.28,129.0,0
10.4,0.3,0.3,0.031,9.43,2.94,59.0,0
10.0,0.21,0.62,0.04,6.14,3.29,117.0,0
10.4,0.34,0.41,0.043,9.469999999999999,3.04,179.0,0
9.1,0.34,0.51,0.049,7.11,3.22,121.0,0
9.0,0.34,0.42,0.05,7.54,3.03,136.0,0
9.5,0.19,0.48,0.049,6.6,3.22,137.0,0
11.8,0.38,0.32,0.02,6.21,3.26,76.0,0
11.7,0.27,0.38,0.027999999999999997,7.1,2.96,75.0,0
10.5,0.4,0.42,0.036000000000000004,8.73,3.02,64.0,0
9.2,0.32,0.42,0.06,7.82,3.37,103.0,0
12.5,0.34,0.45,0.03,6.41,3.32,55.0,1
9.2,0.49,0.41,0.046,7.779999999999999,3.06,122.0,0
12.3,0.33,0.45,0.021,7.25,3.26,59.0,0
9.3,0.24,0.61,0.05,6.4399999999999995,3.12,151.0,0
11.3,0.25,0.56,0.04,5.71,3.31,57.0,0
9.5,0.2,0.48,0.031,6.47,3.22,121.0,0
11.4,0.42,0.62,0.075,7.17,3.32,52.0,0
9.9,0.27,0.5,0.047,6.57,3.34,75.0,0
8.7,0.3,0.44,0.055999999999999994,7.5600000000000005,2.9,135.0,1
12.0,0.33,0.65,0.039,6.7,3.22,74.0,0
10.8,0.3,0.54,0.038,8.620000000000001,3.13,77.0,1
9.2,0.18,0.5,0.04,6.69,3.14,95.0,0
9.5,0.81,0.53,0.217,6.89,3.08,60.0,0
9.1,0.41,0.44,0.042,6.65,3.0,116.0,0
8.9,0.36,0.46,0.05,7.55,3.04,165.0,1
10.5,0.4,0.88,0.052000000000000005,6.25,3.16,96.0,0
9.1,0.31,0.53,0.05,7.74,3.05,154.0,0
10.1,0.49,0.37,0.04,8.5,3.05,135.0,0
10.3,0.34,0.57,0.057,6.62,3.81,75.0,0
10.8,0.27,0.31,0.04,5.95,3.33,96.0,0
9.1,0.3,0.49,0.053,7.590000000000001,3.14,180.5,1
11.3,0.49,0.32,0.027000000000000003,8.06,3.03,59.0,1
10.6,0.29,0.48,0.046,7.07,3.34,82.0,0
10.0,0.4,0.45,0.047,6.1000000000000005,3.2,69.0,0
10.1,0.45,0.36,0.028999999999999998,7.92,3.12,105.0,0
10.5,0.37,0.58,0.031,6.26,3.4,60.0,0
9.8,0.2,0.44,0.062,7.54,3.17,151.0,0
11.9,0.27,0.51,0.034,8.17,2.97,97.0,0
12.2,0.74,0.38,0.045,7.17,3.26,102.0,1
9.8,0.2,0.63,0.271,7.46,3.11,116.0,0
10.1,0.28,0.42,0.051,6.51,3.23,96.0,0
10.1,0.29,0.7,0.037000000000000005,7.54,3.19,60.0,0
10.3,0.41,0.72,0.039,6.68,3.28,82.0,1
9.4,0.31,0.48,0.16899999999999998,7.39,3.2,130.0,0
9.5,0.23,0.35,0.038,6.95,3.14,159.0,0
11.5,0.27,0.39,0.031,7.16,3.12,60.0,0
12.2,0.42,0.38,0.035,6.98,3.18,62.0,0
11.8,0.52,0.51,0.027999999999999997,6.28,3.28,67.0,1
12.5,0.27,0.71,0.034,6.720000000000001,3.36,104.0,0
11.2,0.21,0.55,0.048,6.11,3.29,82.0,0
10.0,0.33,0.55,0.057,7.56,3.1,79.0,0
11.8,0.3,0.4,0.033,6.53,3.28,75.0,0
10.5,0.41,0.25,0.042,9.479999999999999,2.96,45.0,0
10.1,0.3,0.5,0.040999999999999995,6.81,3.07,110.0,0
11.0,0.2,0.53,0.031,6.33,3.41,110.0,0
12.6,0.24,0.66,0.037000000000000005,6.69,2.9,64.0,1
10.5,0.13,0.52,0.04,6.315,3.29,53.0,0
12.5,0.3,0.63,0.036000000000000004,6.83,3.25,54.0,1
9.4,0.48,0.47,0.055999999999999994,7.05,3.04,132.0,0
11.0,0.37,0.5,0.034,6.91,3.25,54.0,1
12.15,0.28,1.08,0.027999999999999997,6.41,3.21,76.0,1
11.5,0.37,0.51,0.036000000000000004,6.63,3.41,66.0,1
9.1,0.52,0.47,0.042,7.909999999999999,2.98,87.0,0
9.8,0.17,0.38,0.049,6.97,3.0,56.0,0
9.7,0.62,0.67,0.04,8.72,2.98,131.0,0
9.0,0.3,0.52,0.062,6.9799999999999995,3.0,152.0,1
10.6,0.49,0.57,0.047,7.95,3.07,138.0,0
10.2,0.32,0.5,0.047,6.640000000000001,3.28,108.0,0
9.8,0.33,0.42,0.055999999999999994,7.130000000000001,3.42,125.0,0
11.7,0.22,0.42,0.057999999999999996,5.93,3.32,159.0,0
10.6,0.3,0.39,0.033,7.54,3.53,66.0,0
12.8,0.29,0.65,0.025,7.32,3.15,89.0,1
12.8,0.39,0.36,0.03,4.720000000000001,3.46,96.0,1
12.1,0.36,0.46,0.035,7.28,3.09,62.0,0
11.4,0.33,0.42,0.043,7.88,3.08,97.0,0
12.4,0.45,0.6,0.028999999999999998,6.5200000000000005,3.25,57.0,0
8.8,0.26,0.52,0.09,7.81,3.01,128.0,0
9.0,0.3,0.52,0.062,6.9799999999999995,3.0,152.0,1
10.7,0.4,0.44,0.047,7.58,3.28,80.0,0
13.0,0.34,0.48,0.038,5.5,3.56,78.0,1
9.0,0.32,0.36,0.035,6.86,2.88,138.0,0
9.0,0.32,0.43,0.066,6.62,3.6,101.0,0
9.3,0.21,0.57,0.11699999999999999,7.3100000000000005,3.11,200.0,0
9.6,0.28,0.44,0.057,7.12,3.5,86.0,0
10.9,0.28,0.45,0.039,6.88,3.11,86.0,1
11.3,0.49,0.55,0.042,7.65,3.13,121.0,0
10.1,0.24,0.5,0.059000000000000004,5.96,3.3,101.0,0
10.4,0.33,0.65,0.038,7.21,3.04,83.0,0
8.9,0.42,0.42,0.066,7.640000000000001,2.89,150.0,0
10.8,0.49,0.42,0.047,6.91,2.92,84.0,1
8.8,0.68,0.38,0.047,7.73,2.99,96.0,0
9.5,0.28,0.45,0.05,6.640000000000001,3.31,129.0,0
12.6,0.44,0.4,0.024,9.13,2.96,78.0,1
10.6,0.32,0.46,0.038,5.91,3.24,83.0,0
9.4,0.37,0.77,0.048,7.52,3.25,133.0,0
11.46666667,0.3,0.3,0.037000000000000005,8.67,2.89,93.0,0
10.4,0.29,0.65,0.047,7.57,3.52,84.0,0
8.8,0.25,0.37,0.05,6.72,3.3,94.0,0
10.4,0.12,0.6,0.043,5.62,3.36,119.0,0
11.8,0.35,0.44,0.039,6.54,3.34,66.0,0
12.4,0.0,0.35,0.033,6.34,3.26,67.0,0
9.3,0.3,0.49,0.045,9.68,3.11,103.0,0
9.7,0.42,0.38,0.059000000000000004,6.71,3.12,68.0,0
12.9,0.29,0.32,0.025,7.1,3.03,66.0,1
10.8,0.36,0.44,0.05,7.65,3.19,69.0,0
10.5,0.22,0.5,0.048,6.55,3.16,120.0,0
9.0,0.29,0.38,0.054000000000000006,8.1,3.16,112.0,0
10.0,0.27,0.43,0.040999999999999995,7.78,3.17,136.0,0
10.9,0.28,0.39,0.046,7.470000000000001,3.17,35.0,0
8.6,0.28,0.38,0.076,7.07,3.03,113.0,0
8.8,0.44,0.75,0.053,8.27,3.28,102.0,1
10.2,0.24,0.33,0.044000000000000004,6.9,3.12,72.0,0
11.2,0.18,0.54,0.047,6.9399999999999995,3.27,60.0,0
9.4,0.48,0.52,0.042,8.6,3.1,110.0,0
9.2,0.58,0.54,0.05,7.92,3.15,120.0,0
10.3,0.39,0.53,0.044000000000000004,6.4399999999999995,3.26,90.0,0
12.7,0.46,0.54,0.066,7.3999999999999995,3.12,104.0,0
11.4,0.31,0.55,0.04,7.01,3.46,165.0,0
9.4,0.51,0.52,0.055999999999999994,6.48,3.18,157.0,0
9.2,0.32,0.38,0.057999999999999996,7.12,3.29,67.0,0
11.4,0.38,0.54,0.040999999999999995,7.04,3.03,59.0,0
9.0,0.28,0.38,0.055,7.45,3.12,150.0,1
11.2,0.32,0.47,0.043,5.92,3.24,73.0,0
9.0,0.29,0.38,0.054000000000000006,8.1,3.16,112.0,0
8.7,0.27,0.43,0.05,7.5600000000000005,2.9,110.0,1
9.6,0.19,0.63,0.084,6.67,3.49,170.0,0
12.5,0.33,0.43,0.044000000000000004,8.24,3.03,73.0,0
10.5,0.26,0.37,0.044000000000000004,6.32,3.52,102.0,0
